total_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,total_trades,winning_trades,losing_trades,avg_trade_duration,final_equity,total_pnl,unrealized_pnl
-0.1032,-4.133191520059005,0.14329384791746275,0.0,0.0,0,0,0,0.0,8968.0,0.0,-940.0
